state,year,population,gdp,gdp_pc,employment,employment_pc,income_pc,real_income_pc,rpp
New Hampshire,2022,1396647.0,106824600000.0,76486.47,918549.0,0.6576815759458188,75329.0,60234.0,107.847
New Hampshire,2023,1401530.0,114427800000.0,81644.92,942052.0,0.6721597111727897,79267.0,62459.0,105.393
New Hampshire,2024,1408518.0,119336600000.0,84724.94,950273.0,0.6746615946690068,83192.0,64632.0,104.165
New Jersey,2008,8711090.0,493289400000.0,56627.75,5123837.0,0.588196999457014,51606.0,53848.0,107.565
New Jersey,2009,8755602.0,481452700000.0,54987.96,4992097.0,0.570160338489575,49828.0,50560.0,110.969
New Jersey,2010,8809368.0,491229000000.0,55762.12,4960649.0,0.5631106567463182,50961.0,51821.0,108.796
New Jersey,2011,8878245.0,494292800000.0,55674.61,5018547.0,0.5652634050986428,52854.0,52218.0,109.221
New Jersey,2012,8935248.0,516098200000.0,57759.81,5053885.0,0.5656121687948672,54235.0,52572.0,109.274
New Jersey,2013,8987175.0,534212100000.0,59441.6,5133106.0,0.5711590127042147,54365.0,52221.0,108.83
New Jersey,2014,9036406.0,543824100000.0,60181.46,5206898.0,0.5762133750962496,56367.0,53299.0,109.032
New Jersey,2015,9079218.0,565807700000.0,62318.99,5303132.0,0.5840956787247537,58408.0,55179.0,108.973
New Jersey,2016,9122374.0,578651400000.0,63432.11,5391258.0,0.5909928709346931,59776.0,55887.0,109.059
New Jersey,2017,9176713.0,590086700000.0,64302.62,5448785.0,0.5937621673468485,61704.0,56587.0,109.298
New Jersey,2018,9220072.0,619340200000.0,67173.03,5550061.0,0.6019541929824409,64198.0,56782.0,111.019
New Jersey,2019,9259376.0,643317700000.0,69477.44,5571281.0,0.6016907618828742,67518.0,58774.0,111.188
New Jersey,2020,9270476.0,632562300000.0,68234.07,5319882.0,0.5738520869910024,70444.0,60953.0,110.722
New Jersey,2021,9266509.0,693733800000.0,74864.63,5585243.0,0.6027343199040761,76307.0,64279.0,109.157
New Jersey,2022,9298402.0,756465600000.0,81354.37,5874321.0,0.6317559726929423,77443.0,61405.0,108.759
New Jersey,2023,9395315.0,806894000000.0,85882.59,6055271.0,0.6444989869951141,81584.0,62191.0,108.941
New Jersey,2024,9506354.0,846000400000.0,88993.15,6069474.0,0.6384649677468355,84893.0,63142.0,108.805
New Mexico,2008,2010662.0,84339700000.0,41946.23,1105330.0,0.549734366094351,33552.0,39595.0,95.11
New Mexico,2009,2036802.0,82641300000.0,40574.05,1071898.0,0.526265194162221,32901.0,38606.0,95.959
New Mexico,2010,2064898.0,84862600000.0,41097.72,1059918.0,0.5133028362660044,33658.0,39400.0,94.51
New Mexico,2011,2082130.0,87056000000.0,41811.03,1064201.0,0.5111116981168323,35069.0,38980.0,97.078
New Mexico,2012,2090282.0,87681000000.0,41946.97,1067145.0,0.5105268093013288,35694.0,39192.0,96.47
New Mexico,2013,2096538.0,88773300000.0,42342.81,1075551.0,0.513012881235637,34857.0,38127.0,95.574
New Mexico,2014,2095081.0,92523400000.0,44162.21,1083585.0,0.5172043467531804,36880.0,39825.0,95.471
New Mexico,2015,2096056.0,90779400000.0,43309.63,1092272.0,0.5211082146660204,37752.0,40741.0,95.396
New Mexico,2016,2099682.0,90476000000.0,43090.33,1092375.0,0.5202573532563503,38474.0,41530.0,94.46
New Mexico,2017,2101111.0,93210100000.0,44362.29,1095489.0,0.5213855907660281,39196.0,41044.0,95.721
New Mexico,2018,2103161.0,98838200000.0,46995.07,1110587.0,0.5280561022194687,40976.0,43899.0,91.656
New Mexico,2019,2110180.0,103821000000.0,49200.07,1116429.0,0.5290681363675137,43223.0,45000.0,92.969
New Mexico,2020,2118446.0,101035500000.0,47693.21,1068905.0,0.5045703312711298,46556.0,48584.0,91.805
New Mexico,2021,2117300.0,113781700000.0,53739.05,1091131.0,0.5153407641807963,50854.0,52110.0,89.735
New Mexico,2022,2112859.0,129469100000.0,61276.73,1131162.0,0.5353703204993803,53116.0,50375.0,90.929
New Mexico,2023,2119349.0,138526000000.0,65362.52,1168737.0,0.5514603776914515,55457.0,50620.0,90.981
New Mexico,2024,2126774.0,147084900000.0,69158.69,1183348.0,0.5564051469502637,58249.0,51121.0,92.212
New York,2008,19212436.0,1107860200000.0,57663.7,11197859.0,0.5828443098001732,47909.0,48288.0,111.358
New York,2009,19307066.0,1155492300000.0,59848.16,10984512.0,0.5689374035392016,46936.0,47614.0,110.997
New York,2010,19420354.0,1217748000000.0,62704.73,11005904.0,0.5667200505201914,48578.0,48971.0,109.744
New York,2011,19602134.0,1245769400000.0,63552.74,11294271.0,0.5761755837400152,50772.0,49428.0,110.838
New York,2012,19758616.0,1324471300000.0,67032.59,11433058.0,0.5786365806188045,52625.0,50848.0,109.623
New York,2013,19892558.0,1364632900000.0,68600.17,11619011.0,0.584088330922549,52874.0,50375.0,109.724
New York,2014,20001317.0,1434606300000.0,71725.59,11865761.0,0.5932489845543671,54496.0,51614.0,108.853
New York,2015,20087023.0,1498474700000.0,74599.14,12099197.0,0.6023389827352714,56608.0,53180.0,109.583
New York,2016,20148134.0,1556830000000.0,77269.19,12259166.0,0.60845168093482,58400.0,54091.0,110.086
New York,2017,20187407.0,1624800700000.0,80485.85,12391361.0,0.613816375723737,62206.0,56690.0,109.988
New York,2018,20219472.0,1710665600000.0,84604.86,12655123.0,0.6258879064695656,64229.0,57594.0,109.507
New York,2019,20220321.0,1787470900000.0,88399.73,12745397.0,0.6303261456630683,66460.0,58786.0,109.426
New York,2020,20122262.0,1782502400000.0,88583.6,11871200.0,0.5899535549233977,70412.0,61253.0,110.13
New York,2021,19835345.0,1934524000000.0,97529.13,12226675.0,0.6164084869711114,76360.0,64085.0,109.564
New York,2022,19713025.0,2071075200000.0,105061.26,12796836.0,0.6491563826454844,77461.0,62106.0,107.557
New York,2023,19786543.0,2182549000000.0,110304.72,13181774.0,0.6661989413714159,81932.0,63093.0,107.842
New York,2024,20001419.0,2322138900000.0,116098.71,13312196.0,0.6655625783350672,85552.0,64153.0,107.921
North Carolina,2008,9309449.0,420707200000.0,45191.42,5413522.0,0.5815083148315222,37772.0,45858.0,92.449
North Carolina,2009,9449566.0,413096800000.0,43715.95,5215727.0,0.5519541320733672,35921.0,44321.0,91.262
North Carolina,2010,9571037.0,422282200000.0,44120.84,5178397.0,0.5410486867828429,35848.0,42691.0,92.899
North Carolina,2011,9641131.0,430040100000.0,44604.74,5292804.0,0.5489816495595797,36822.0,42462.0,93.572
North Carolina,2012,9719755.0,444063200000.0,45686.67,5356134.0,0.5510564823907599,38876.0,44038.0,93.509
North Carolina,2013,9800429.0,460946400000.0,47033.29,5436745.0,0.554745613686911,38074.0,42463.0,93.732
North Carolina,2014,9876774.0,482295700000.0,48831.3,5568600.0,0.563807575226486,39880.0,43820.0,93.826
North Carolina,2015,9962464.0,508672400000.0,51058.89,5694917.0,0.5716373981376495,41632.0,45796.0,93.588
North Carolina,2016,10072775.0,528284300000.00006,52446.75,5825267.0,0.5783179908217944,42596.0,46302.0,93.801
North Carolina,2017,10172498.0,546810100000.0,53753.77,5919022.0,0.5818651426621072,44219.0,47646.0,93.025
North Carolina,2018,10273864.0,568037300000.0,55289.55,6055657.0,0.5894235119328035,46048.0,48676.0,92.894
North Carolina,2019,10369657.0,592449600000.0,57133.0,6148775.0,0.5929583784690274,48374.0,50966.0,91.866
North Carolina,2020,10450215.0,600226900000.0,57436.8,6054497.0,0.579365783383404,51816.0,54346.0,91.345
North Carolina,2021,10565503.0,660804700000.0,62543.61,6317579.0,0.5979439880902973,57233.0,56146.0,93.734
North Carolina,2022,10705768.0,729761900000.0,68165.3,6572997.0,0.6139678162276634,59092.0,54204.0,94.013
North Carolina,2023,10871849.0,794838000000.0,73109.74,6762704.0,0.622038072824595,62233.0,54748.0,94.399
North Carolina,2024,11052061.0,844209000000.0,76384.76,6844808.0,0.6193241242515762,65634.0,56310.0,94.326
North Dakota,2008,657569.0,32027700000.0,48706.22,491887.0,0.7480386088760267,40973.0,53542.0,85.891
North Dakota,2009,664968.0,32310400000.0,48589.41,492409.0,0.7405002947510256,40186.0,51506.0,87.852
North Dakota,2010,675097.0,35651800000.0,52809.89,503803.0,0.7462675734005632,44081.0,54744.0,89.083
North Dakota,2011,687257.0,41602100000.0,60533.54,529778.0,0.7708586453102697,48873.0,58891.0,89.549
North Dakota,2012,705347.0,52079100000.0,73834.72,567381.0,0.8043998202303263,56056.0,64541.0,91.997
North Dakota,2013,727655.0,54877000000.0,75416.23,586758.0,0.8063684026083789,54337.0,61592.0,92.225
North Dakota,2014,744628.0,61108300000.0,82065.54,607113.0,0.8153238932728826,56647.0,63171.0,92.45
North Dakota,2015,762814.0,56952200000.0,74660.66,597638.0,0.7834649075659335,52972.0,59886.0,91.063
North Dakota,2016,764781.0,52666300000.0,68864.55,576701.0,0.7540733883294695,51298.0,57110.0,91.588
North Dakota,2017,766807.0,56530200000.0,73721.55,573077.0,0.7473549406825968,51830.0,58594.0,88.664
North Dakota,2018,771499.0,60377100000.0,78259.47,578397.0,0.7497054435585788,55173.0,59425.0,91.168
North Dakota,2019,776548.0,60892500000.0,78414.34,581324.0,0.7486002153118674,56657.0,58846.0,93.191
North Dakota,2020,779612.0,56321400000.0,72242.86,560316.0,0.7187113589836995,60447.0,63073.0,91.816
North Dakota,2021,777977.0,64830000000.0,83331.51,567429.0,0.7293647498576437,66158.0,66878.0,90.962
North Dakota,2022,780191.0,75052100000.0,96197.09,581410.0,0.7452149537741399,71011.0,69036.0,88.703
North Dakota,2023,787071.0,77898100000.0,98972.14,597884.0,0.7596315961330046,71545.0,67383.0,88.174
North Dakota,2024,793387.0,80058300000.0,100907.0,604751.0,0.7622396132026363,71749.0,65271.0,88.959
Ohio,2008,11515391.0,500916400000.0,43499.73,6725207.0,0.5840189881524648,36654.0,44461.0,92.531
Ohio,2009,11528896.0,484407100000.0,42016.78,6454988.0,0.559896454959781,35593.0,42867.0,93.493
Ohio,2010,11541932.0,500274200000.0,43344.06,6418141.0,0.5560716351473912,36580.0,43467.0,93.105
Ohio,2011,11558178.0,525456400000.0,45461.87,6521630.0,0.564243776138419,38927.0,45562.0,92.191
Ohio,2012,11573400.0,543035400000.0,46920.99,6605925.0,0.5707851625278656,40279.0,45869.0,93.014
Ohio,2013,11612081.0,566419900000.0,48778.5,6681685.0,0.5754080599334435,40752.0,45680.0,93.26
Ohio,2014,11648921.0,597152300000.0,51262.46,6771706.0,0.5813161579514532,42277.0,46857.0,93.019
Ohio,2015,11674622.0,615275500000.0,52701.96,6862150.0,0.5877834845530759,43799.0,48895.0,92.218
Ohio,2016,11702354.0,627294700000.0,53604.15,6931328.0,0.5923020274382402,44574.0,49223.0,92.333
Ohio,2017,11737959.0,652187500000.0,55562.26,6987847.0,0.5953204471066904,46114.0,50280.0,91.931
Ohio,2018,11763104.0,672540100000.0,57173.69,7067380.0,0.6008091061678958,47821.0,50500.0,92.985
Ohio,2019,11788679.0,702914800000.0,59626.26,7071408.0,0.5998473620326756,49395.0,51249.0,93.289
Ohio,2020,11798534.0,692938300000.0,58730.88,6853292.0,0.5808596220513498,52850.0,55074.0,91.935
Ohio,2021,11761443.0,764161400000.0,64971.74,7048052.0,0.5992506191629717,57508.0,57339.0,92.223
Ohio,2022,11764950.0,830498800000.0,70590.93,7216118.0,0.6133573028359661,58236.0,54882.0,91.506
Ohio,2023,11808390.0,883957100000.0,74858.39,7368050.0,0.6239673655765096,61740.0,55789.0,91.903
Ohio,2024,11860621.0,923140600000.0,77832.4,7434117.0,0.6267898620148136,64464.0,56232.0,92.774
Oklahoma,2008,3668976.0,161609000000.0,44047.44,2186721.0,0.5960030809686409,39154.0,49081.0,89.536
Oklahoma,2009,3717572.0,147332400000.0,39631.35,2136754.0,0.5747713830424804,35835.0,45616.0,88.457
Oklahoma,2010,3759558.0,155267500000.0,41299.4,2130312.0,0.5666389506426022,37157.0,45393.0,90.562
Oklahoma,2011,3786536.0,167207900000.0,44158.54,2159073.0,0.5701974046991762,39694.0,47102.0,90.935
Oklahoma,2012,3815196.0,175361200000.0,45963.88,2211969.0,0.579778601151815,41905.0,48653.0,91.232
Oklahoma,2013,3847936.0,184104600000.0,47845.03,2249096.0,0.584494128800479,43607.0,49806.0,91.527
Oklahoma,2014,3871400.0,197074100000.0,50905.12,2273648.0,0.5872934855607791,45884.0,51516.0,91.825
Oklahoma,2015,3900900.0,187364700000.0,48031.15,2287838.0,0.5864897844087262,44279.0,49890.0,91.369
Oklahoma,2016,3916688.0,182238800000.0,46528.8,2287131.0,0.5839451597880658,42053.0,46855.0,91.514
Oklahoma,2017,3920316.0,192538600000.0,49113.03,2291944.0,0.5846324633014277,43873.0,48389.0,90.881
Oklahoma,2018,3928371.0,204193900000.0,51979.28,2312261.0,0.5886055568580463,46030.0,50420.0,89.646
Oklahoma,2019,3943727.0,205992700000.0,52233.0,2309379.0,0.5855828762995005,48177.0,52199.0,89.332
Oklahoma,2020,3965243.0,192222000000.0,48476.73,2265447.0,0.5713261457116248,49991.0,53434.0,89.63
Oklahoma,2021,3992760.0,219132400000.0,54882.44,2311367.0,0.5788895400675222,54581.0,55838.0,89.883
Oklahoma,2022,4025327.0,247541500000.0,61496.0,2380642.0,0.5914158029894218,57916.0,56239.0,88.807
Oklahoma,2023,4062716.0,255933200000.0,62995.59,2450387.0,0.6031401161193645,60853.0,56986.0,88.68
Oklahoma,2024,4097758.0,263695099999.99997,64351.07,2474908.0,0.6039663640459002,63708.0,58692.0,87.843
Oregon,2008,3768748.0,164122900000.0,43548.39,2288774.0,0.6073035395308999,36856.0,42296.0,97.802
Oregon,2009,3808600.0,159330400000.0,41834.37,2189199.0,0.574804127500919,35286.0,39625.0,100.273
Oregon,2010,3837609.0,163150500000.0,42513.58,2174333.0,0.5665853399864342,35941.0,39990.0,99.43
Oregon,2011,3872651.0,169693800000.0,43818.51,2201553.0,0.568487323024977,37531.0,40584.0,99.789
Oregon,2012,3900064.0,173856800000.0,44577.94,2219981.0,0.5692165564462532,39128.0,40984.0,101.125
Oregon,2013,3924055.0,178975400000.0,45609.81,2260337.0,0.5760207234608078,39462.0,41181.0,100.175
Oregon,2014,3965375.0,187837600000.0,47369.44,2323439.0,0.585931721463922,41654.0,43053.0,99.745
Oregon,2015,4018453.0,200592600000.0,49917.87,2391179.0,0.5950496372609061,44166.0,44964.0,101.119
Oregon,2016,4093165.0,211782400000.0,51740.5,2450390.0,0.5986540977458764,45467.0,46550.0,99.593
Oregon,2017,4147171.0,225534500000.0,54382.73,2515986.0,0.6066752492241096,47566.0,46985.0,101.474
Oregon,2018,4183398.0,238466900000.0,57003.16,2570069.0,0.6143496267866457,50209.0,47109.0,104.657
Oregon,2019,4215959.0,248781800000.0,59009.54,2579015.0,0.6117267743827679,52190.0,48660.0,103.811
Oregon,2020,4243544.0,250660600000.0,59068.69,2493913.0,0.5876958033191125,56659.0,52577.0,103.243
Oregon,2021,4254691.0,276367700000.0,64956.0,2558974.0,0.6014476726982053,62653.0,55852.0,103.15
Oregon,2022,4245964.0,297084300000.0,69968.63,2618298.0,0.6166557229406561,63669.0,51501.0,106.612
Oregon,2023,4250392.0,314895000000.0,74086.11,2683848.0,0.6314354064283954,67467.0,53455.0,104.812
Oregon,2024,4265324.0,330250100000.0,77426.73,2707024.0,0.6346584690869909,70823.0,55451.0,103.361
Pennsylvania,2008,12612285.0,586886600000.0,46532.93,7278574.0,0.577101928794029,41467.0,46939.0,99.153
Pennsylvania,2009,12666858.0,581219900000.0,45885.09,7101513.0,0.5606372945840239,40446.0,45776.0,99.488
Pennsylvania,2010,12716596.0,604629600000.0,47546.5,7119718.0,0.559876086336312,42097.0,47072.0,98.94
Pennsylvania,2011,12773059.0,623767900000.0,48834.65,7217043.0,0.565020720565058,44119.0,48362.0,98.437
Pennsylvania,2012,12816003.0,646434300000.0,50439.62,7284595.0,0.5683983532151171,45637.0,49325.0,98.003
Pennsylvania,2013,12847236.0,670767400000.0,52211.03,7350212.0,0.5721239961654009,45902.0,49047.0,97.836
Pennsylvania,2014,12880907.0,695546600000.0,53998.26,7434632.0,0.5771823366165131,47467.0,50343.0,97.207
Pennsylvania,2015,12899169.0,716534300000.0,55548.87,7510339.0,0.5822343284284437,49291.0,51702.0,98.147
Pennsylvania,2016,12918673.0,733165900000.0,56752.42,7593722.0,0.5878097541442531,50572.0,52744.0,97.767
Pennsylvania,2017,12945701.0,754318000000.0,58267.84,7662469.0,0.591892938049473,51886.0,52479.0,99.102
Pennsylvania,2018,12980946.0,780620700000.0,60135.89,7763488.0,0.5980679682359051,54468.0,54492.0,98.151
Pennsylvania,2019,12991539.0,802233100000.0,61750.43,7772024.0,0.5982373604851589,56139.0,55458.0,97.979
Pennsylvania,2020,12995576.0,778297200000.0,59889.4,7412858.0,0.570413962413055,60279.0,59098.0,97.717
Pennsylvania,2021,13016628.0,844875500000.0,64907.4,7648662.0,0.5876070208044664,64008.0,61217.0,96.145
Pennsylvania,2022,12984655.0,916861700000.0,70611.17,7903549.0,0.6086837886720903,65078.0,58304.0,96.256
Pennsylvania,2023,13009406.0,966444000000.0,74288.1,8080499.0,0.6211274365639753,68057.0,58027.0,97.4
Pennsylvania,2024,13045848.0,1007873900000.0,77256.3,8146346.0,0.6244397451204399,70678.0,58620.0,97.572
Rhode Island,2008,1055003.0,47138900000.0,44681.29,608884.0,0.5771395910722529,41487.0,44945.0,103.603
Rhode Island,2009,1053646.0,47647200000.0,45221.26,588270.0,0.5583184485111697,40588.0,43972.0,103.935
Rhode Island,2010,1054975.0,49409100000.0,46834.38,586329.0,0.5557752553378043,42630.0,46328.0,101.802
Rhode Island,2011,1058746.0,50123700000.0,47342.52,591668.0,0.5588384749505547,44095.0,47058.0,101.111
Rhode Island,2012,1063756.0,51527500000.0,48439.21,592954.0,0.557415422333693,45298.0,48058.0,99.842
Rhode Island,2013,1068358.0,52994200000.0,49603.41,602374.0,0.563831599520011,45104.0,46478.0,101.446
Rhode Island,2014,1073245.0,54612500000.0,50885.4,613103.0,0.571260988870202,46630.0,47949.0,100.26
Rhode Island,2015,1077555.0,56604000000.0,52530.03,626983.0,0.5818570745808799,48049.0,48489.0,102.014
Rhode Island,2016,1082431.0,57714600000.0,53319.43,633419.0,0.5851818730247009,48515.0,48694.0,101.59
Rhode Island,2017,1085105.0,58771600000.0,54162.13,638851.0,0.5887457895779671,50414.0,49346.0,102.403
Rhode Island,2018,1091824.0,60064900000.0,55013.35,648727.0,0.5941681076803588,52132.0,50171.0,102.033
Rhode Island,2019,1094580.0,62814700000.0,57387.03,650999.0,0.5947477571305889,55123.0,52109.0,102.39
Rhode Island,2020,1096487.0,61980900000.0,56526.8,615729.0,0.5615470133252833,59275.0,55800.0,101.771
Rhode Island,2021,1097381.0,67060000000.0,61109.13,640196.0,0.583385351122354,63108.0,56786.0,102.19
Rhode Island,2022,1098275.0,71978200000.0,65537.5,665718.0,0.6061487332407639,64466.0,53223.0,104.453
Rhode Island,2023,1101183.0,76313500000.0,69301.38,682890.0,0.6201421562083687,67769.0,55140.0,102.065
Rhode Island,2024,1110415.0,80381100000.0,72388.34,688383.0,0.619933088079682,70622.0,55878.0,102.28
South Carolina,2008,4528996.0,164471200000.0,36315.16,2472467.0,0.545919448813821,33110.0,40414.0,91.953
South Carolina,2009,4589872.0,162380400000.0,35377.98,2367944.0,0.5159063259280433,31973.0,39564.0,90.998
South Carolina,2010,4633669.0,166767400000.0,35990.36,2357679.0,0.5088147211205635,32749.0,39099.0,92.664
South Carolina,2011,4661744.0,172844700000.0,37077.26,2427453.0,0.520717782872676,34406.0,39842.0,93.183
South Carolina,2012,4699358.0,178503900000.0,37984.74,2453323.0,0.5220549275028632,35807.0,40612.0,93.392
South Carolina,2013,4738067.0,186268300000.0,39313.14,2500985.0,0.5278492262772984,35923.0,40250.0,93.299
South Carolina,2014,4789723.0,195744400000.0,40867.58,2564027.0,0.5353184307317981,37755.0,41750.0,93.231
South Carolina,2015,4850136.0,207510000000.0,42784.37,2636275.0,0.5435466139506191,39598.0,43683.0,93.32
South Carolina,2016,4908404.0,217555500000.0,44323.06,2700187.0,0.5501150679528417,40752.0,44377.0,93.636
South Carolina,2017,4963742.0,224937600000.0,45316.13,2759183.0,0.5558675289731013,42385.0,45761.0,92.84
South Carolina,2018,5019607.0,236561700000.0,47127.53,2843694.0,0.5665172592196959,43817.0,46643.0,92.244
South Carolina,2019,5076874.0,249575700000.0,49159.33,2882128.0,0.5676973665290885,46150.0,48823.0,91.49
South Carolina,2020,5131992.0,248952700000.0,48509.95,2824833.0,0.5504359710615293,48760.0,51406.0,90.873
South Carolina,2021,5194346.0,272464900000.00003,52454.13,2937464.0,0.565511808416305,53390.0,52444.0,93.61
South Carolina,2022,5288957.0,305070000000.0,57680.56,3056434.0,0.5778897427224309,54561.0,50407.0,93.342
South Carolina,2023,5390798.0,332946800000.0,61762.06,3163255.0,0.5867878929984021,57766.0,51320.0,93.477
South Carolina,2024,5490316.0,357074400000.0,65037.13,3205971.0,0.5839319631146914,60776.0,52463.0,93.749
South Dakota,2008,799124.0,36939300000.0,46224.74,561052.0,0.7020837817410064,40891.0,53983.0,85.018
South Dakota,2009,807067.0,36732100000.0,45513.07,556495.0,0.6895276352520918,39435.0,51597.0,86.061
South Dakota,2010,816068.0,38208200000.0,46819.87,558161.0,0.6839638363469711,41275.0,51419.0,88.807
South Dakota,2011,823113.0,42082700000.0,51126.27,566491.0,0.6882299271181478,44532.0,55061.0,87.272
South Dakota,2012,832730.0,44127300000.0,52991.13,574997.0,0.6904963193351987,44996.0,52760.0,90.336
South Dakota,2013,841120.0,45498600000.0,54092.88,581234.0,0.6910238729313296,44988.0,52150.0,90.181
South Dakota,2014,847538.0,47159900000.0,55643.4,589348.0,0.6953646916126475,46732.0,53918.0,89.357
South Dakota,2015,852029.0,48678900000.0,57132.91,592644.0,0.6955678738634483,48308.0,56644.0,87.799
South Dakota,2016,860557.0,49842600000.0,57919.0,597263.0,0.6940423469915415,48284.0,56407.0,87.282
South Dakota,2017,870094.0,51615100000.0,59321.29,601254.0,0.691021889588941,49408.0,56779.0,87.223
South Dakota,2018,875247.0,53349500000.0,60953.65,610179.0,0.6971506329070537,51579.0,55531.0,91.206
South Dakota,2019,882486.0,55175800000.0,62523.14,610159.0,0.691409268815596,54408.0,57354.0,91.818
South Dakota,2020,887808.0,56847300000.0,64031.07,606045.0,0.6826307039359861,59586.0,62511.0,91.32
South Dakota,2021,896303.0,63337700000.0,70665.5,624996.0,0.6973043714011891,67174.0,68551.0,90.105
South Dakota,2022,909156.0,69425600000.0,76362.69,641124.0,0.7051859086889378,69752.0,68469.0,87.851
South Dakota,2023,917739.0,74458800000.0,81132.87,657822.0,0.716785491299814,74155.0,69861.0,88.149
South Dakota,2024,927110.0,76795800000.0,82833.54,662833.0,0.7149453678635761,75699.0,69153.0,88.586
Tennessee,2008,6247411.0,255546700000.0,40904.42,3677116.0,0.5885823743627561,34954.0,42784.0,91.697
Tennessee,2009,6306019.0,252940700000.0,40111.0,3523871.0,0.5588107171894027,34427.0,42836.0,90.495
Tennessee,2010,6356388.0,258657600000.0,40692.54,3515815.0,0.553115228334079,35809.0,42895.0,92.356
Tennessee,2011,6404657.0,270055000000.0,42165.41,3589026.0,0.560377550273184,37696.0,43790.0,92.89
Tennessee,2012,6463610.0,285897500000.0,44231.86,3635172.0,0.5624058382235314,39079.0,44317.0,93.405
Tennessee,2013,6508290.0,296756300000.0,45596.66,3689682.0,0.566920343131606,39099.0,43952.0,92.994
Tennessee,2014,6559452.0,307448500000.0,46871.06,3772755.0,0.5751631386280439,40225.0,44696.0,92.785
Tennessee,2015,6613679.0,326382500000.0,49349.61,3859498.0,0.5835629458278819,41937.0,46517.0,92.812
Tennessee,2016,6673101.0,339350200000.0,50853.45,3951859.0,0.5922072811426052,42938.0,46670.0,93.81
Tennessee,2017,6740060.0,355417500000.0,52732.1,4033011.0,0.5983642578849446,44407.0,47841.0,93.04
Tennessee,2018,6806981.0,369713200000.0,54313.83,4120203.0,0.6052908036617114,46449.0,50876.0,89.649
Tennessee,2019,6862615.0,385833000000.0,56222.45,4168023.0,0.6073520079444935,48903.0,51865.0,91.262
Tennessee,2020,6927736.0,391588600000.0,56524.76,4119603.0,0.594653578023181,51977.0,55023.0,90.502
Tennessee,2021,6966687.0,443419700000.0,63648.57,4298445.0,0.6169998738281195,57715.0,58589.0,90.58
Tennessee,2022,7063325.0,490587000000.0,69455.53,4488030.0,0.6353990507303572,59107.0,55524.0,91.8
Tennessee,2023,7153029.0,531246800000.00006,74268.79,4625521.0,0.646652068655111,63479.0,57242.0,92.094
Tennessee,2024,7251291.0,561201200000.0,77393.28,4666592.0,0.6435532652047753,66504.0,58582.0,91.87
Texas,2008,24309039.0,1253142000000.0,51550.45,14365985.0,0.5909729710006224,39841.0,46068.0,97.068
Texas,2009,24801761.0,1179168100000.0,47543.72,14202860.0,0.5726553045971211,37234.0,43349.0,96.717
Texas,2010,25238386.0,1255660800000.0,49752.02,14262584.0,0.5651147422818559,38911.0,44078.0,97.665
Texas,2011,25627909.0,1351776900000.0,52746.28,14681517.0,0.5728722152088178,41941.0,46663.0,96.986
Texas,2012,26052403.0,1429588000000.0,54873.56,15095946.0,0.5794454354172243,43869.0,47554.0,97.714
Texas,2013,26433846.0,1526781900000.0,57758.6,15532152.0,0.5875857792316714,44403.0,47301.0,98.134
Texas,2014,26903208.0,1592177600000.0,59181.7,16001898.0,0.594795163461547,46747.0,48959.0,98.437
Texas,2015,27394564.0,1585985900000.0,57894.18,16414554.0,0.5991901897033295,46767.0,48983.0,98.291
Texas,2016,27825975.0,1582981500000.0,56888.63,16683280.0,0.5995577872832848,45868.0,47686.0,98.078
Texas,2017,28188852.0,1667313000000.0,59147.96,17104407.0,0.606779126727119,48524.0,49918.0,97.435
Texas,2018,28508309.0,1808026900000.0,63421.05,17608884.0,0.6176754994482486,51346.0,51551.0,97.805
Texas,2019,28856455.0,1864872300000.0,64625.83,17899918.0,0.6203089741965879,53271.0,52343.0,98.507
Texas,2020,29237895.0,1810670200000.0,61928.88,17697402.0,0.6052898815048073,54822.0,53181.0,98.759
Texas,2021,29572672.0,2117013700000.0,71586.83,18551726.0,0.6273266751141053,60400.0,56442.0,98.402
Texas,2022,30118002.0,2476903200000.0,82239.96,19481545.0,0.6468405507111661,63767.0,56452.0,97.411
Texas,2023,30719247.0,2637237600000.0,85849.68,20279609.0,0.6601597037844059,67503.0,57708.0,97.14
Texas,2024,31318578.0,2769766200000.0,88438.44,20460749.0,0.6533102812011452,69823.0,58219.0,97.057
Utah,2008,2663029.0,116949200000.0,43915.86,1688135.0,0.6339153647970037,33784.0,39100.0,96.978
Utah,2009,2723421.0,113834800000.0,41798.46,1633986.0,0.5999755454628571,31796.0,35790.0,100.037
Utah,2010,2776212.0,118296300000.0,42610.69,1620793.0,0.5838145645937702,32037.0,36430.0,97.291
Utah,2011,2818798.0,125137800000.0,44394.03,1664413.0,0.59046905808788,34015.0,36773.0,99.813
Utah,2012,2861360.0,129431400000.0,45234.22,1706044.0,0.5962353566136382,35622.0,37956.0,99.412
Utah,2013,2909190.0,135344299999.99998,46523.02,1753374.0,0.6027017829705176,36102.0,38281.0,98.587
Utah,2014,2951948.0,142627700000.0,48316.47,1803933.0,0.6110991792538351,37621.0,39603.0,97.937
Utah,2015,3000449.0,149762100000.0,49913.23,1865934.0,0.6218849245562914,39881.0,42051.0,97.636
Utah,2016,3064277.0,159330600000.0,51996.15,1933131.0,0.6308603954538052,41295.0,43368.0,97.091
Utah,2017,3126779.0,172075000000.0,55032.67,1995267.0,0.6381221698111699,43030.0,43690.0,98.721
Utah,2018,3181595.0,186805700000.0,58714.48,2069738.0,0.650534716077942,45463.0,46494.0,96.018
